source_space_name,room_category,matched_token,classification_status,thermal_zone,floor_area_m2,exterior_area_m2,design_people,people_per_m2,m2_per_person,space_type_defaulted,explicit_space_type,effective_space_type,metadata_status,metadata_conflicts,people_source_kinds,people_source_names,people_definition_names,people_calculation_methods,people_definition_values,number_schedules,activity_schedules,fraction_radiant_values,sensible_heat_fraction_values,co2_generation_rate_m3_s_person_values,oa_defaulted,oa_name,oa_method,oa_flow_per_person_m3_s_person,oa_flow_per_area_m3_s_m2,oa_flow_rate_m3_s,oa_ach_per_h,oa_schedule,source_handle
hall-1-9,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-9,465.206147,521.914581,25.037186,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ab55cc81-ca95-4cd3-b993-8e1d6888c075}
hall-2-1,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-2-1,337.917225,489.008504,18.186554,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{cb504cf4-7747-4265-8e60-06c62fda9089}
hall-2-2,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-2-2,740.02821,1107.396341,39.827987,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ebe69c89-d062-468e-937f-89701a36facc}
hall-2-3,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-2-3,726.471916,1076.511995,39.098393,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{2d68532d-de16-40fd-8eb0-64aefe77947c}
hall-3-1,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-3-1,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{61d14095-dc5a-4690-989a-24e31c5c79e5}
hall-3-2,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-3-2,175,225,9.418422,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0d23b296-e9b0-48ed-a4d9-caeedcb7c692}
hall-3-3,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-3-3,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{caca742c-9a5d-43ee-b6c6-7509e3565fbf}
hall-4-1,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-4-1,588.438608,825.598177,31.669502,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b2917fac-0f5c-4e6a-8a2f-e79402e3f4da}
hall-4-2,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-4-2,519.358985,760.069164,27.951668,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d1d6f6f3-14d1-4700-ae7d-eb6353faf72d}
hall-4-3,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-4-3,388.816519,589.154863,20.925931,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{dcfc35bd-417c-4f5a-9a59-b29a7d0a3c99}
hall-4-4,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-4-4,370.590307,560.881706,19.945004,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{98db946e-b253-4829-889d-6882cc96e207}
n-hall-1,terminal_hall,hall,CLASSIFIED,nhall1,2891.903988,3508.248386,155.640977,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{5b30b872-107f-4032-b48d-81005475582d}
n-hall-10,terminal_hall,hall,CLASSIFIED,nhall10,607.732855,915.736625,32.70791,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{00afe183-52d4-4994-a54c-9831f02efe3c}
n-hall-11,terminal_hall,hall,CLASSIFIED,nhall11,650.542836,883.187559,35.011924,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{169bbbe2-8082-48d8-9661-425eb21e817b}
n-hall-12,terminal_hall,hall,CLASSIFIED,nhall12,1123.623852,1507.1194,60.472932,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b157f112-5e4d-47bd-a2b1-af24797401eb}
n-hall-13,terminal_hall,hall,CLASSIFIED,nhall13,2837.954312,3282.139019,152.73743,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{5e6b7bde-1534-4cf1-851d-d7c3dd960be1}
n-hall-2,terminal_hall,hall,CLASSIFIED,nhall2,1154.087051,1492.560883,62.112448,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{2ba29ccc-1b98-46bd-bcb0-fe2a8146b7b6}
n-hall-3,terminal_hall,hall,CLASSIFIED,nhall3,566.129961,671.636709,30.468861,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{80d64f7b-5575-4553-bad4-81afd71534d6}
n-hall-4,terminal_hall,hall,CLASSIFIED,nhall4,660.83358,970.189119,35.565767,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b27d4f0b-83ce-4883-b486-0ddb6f33992b}
n-hall-5,terminal_hall,hall,CLASSIFIED,nhall5,1313.96642,1873.110371,70.717084,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{72a397a1-9cc0-45bf-8b4d-726c69b0ceb0}
n-hall-6,terminal_hall,hall,CLASSIFIED,nhall6,552.728015,1070.872248,29.747574,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{02df0a99-d72f-4046-a293-fafa9f6eb6b7}
n-hall-7,terminal_hall,hall,CLASSIFIED,nhall7,175,225,9.418422,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8cef8d9b-688a-4c5b-9163-30a9c7564c94}
n-hall-8,terminal_hall,hall,CLASSIFIED,nhall8,691.998266,1249.006099,37.243037,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9c55bc7e-ac58-4ca9-854f-1def72c1fbad}
n-hall-9,terminal_hall,hall,CLASSIFIED,nhall9,1367.067145,1927.562865,73.574941,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{3207c78a-de26-4e6e-b5a2-be95effca73c}
n-office-1,office,office,CLASSIFIED,noffice1,219.762,219.762,11.236118,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d6bddae5-20fc-4c92-ba97-14d5efa3c5cf}
n-office-2,office,office,CLASSIFIED,noffice2,219.762,219.762,11.236118,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9683ddab-6111-4b7f-84b2-29271f1403fc}
n-office-3,office,office,CLASSIFIED,noffice3,100.2,100.2,5.123083,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{63de55ad-611a-4e9e-afdb-0982ef68fbfa}
n-office-4,office,office,CLASSIFIED,noffice4,100.2,100.2,5.123083,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{1fde5f6c-4c55-44dd-a616-bd5af2fe911a}
n-office-5,office,office,CLASSIFIED,noffice5,270,420,13.804715,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{66a7fe56-04a5-4a73-9879-65757faf2301}
n-office-6,office,office,CLASSIFIED,noffice6,236.183872,367.397134,12.075745,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f1bbbe91-655b-4d6c-ac48-3d38be0388db}
n-restroom-1,restroom,restroom,CLASSIFIED,nrestroom1,299.367,299.367,32.223596,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{863a7811-4668-45ce-9091-6bd146b5792c}
n-restroom-2,restroom,restroom,CLASSIFIED,nrestroom2,299.367,299.367,32.223596,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{a007ddf7-2e71-4a4a-ac0f-393b667bdc6b}
n-restroom-3,restroom,restroom,CLASSIFIED,nrestroom3,158.188348,246.070763,17.027252,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{1a42c202-c81c-426f-a56d-45c8682496a8}
n-restroom-4,restroom,restroom,CLASSIFIED,nrestroom4,190.901499,296.957888,20.548466,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{54e6d4b2-9951-4d63-917f-ef54cf449d8e}
x-b-breakroom-1,breakroom,breakroom,CLASSIFIED,xbbreakroom1,92.728009,92.728009,4.99058,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e3c34c12-21bb-4f23-9d80-be05220fb6f5}
x-b-breakroom-2,breakroom,breakroom,CLASSIFIED,xbbreakroom2,130.757686,161.912127,7.03732,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{1086b934-4d5e-4089-8804-1c15d3069ac1}
x-b-commerce-1,commerce_retail,commerce,CLASSIFIED,xbcommerce1,162.321429,237.321429,26.2082,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{4d65aa5c-a3e1-4c12-8b44-e71a2c902897}
x-b-commerce-2,commerce_retail,commerce,CLASSIFIED,xbcommerce2,114.107143,189.107143,18.423586,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{ec137d2e-f9d1-438f-ace6-a87ff4537931}
x-b-commerce-3,commerce_retail,commerce,CLASSIFIED,xbcommerce3,159.445,159.445,25.743775,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{e98e7a2e-c900-499a-a9cd-d19693593bd5}
x-b-commerce-4,commerce_retail,commerce,CLASSIFIED,xbcommerce4,159.445,159.445,25.743775,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{5ba0413f-cd6d-4e36-9d1d-9112c1ec3a81}
x-b-commerce-5,commerce_retail,commerce,CLASSIFIED,xbcommerce5,150,150,24.218798,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{36400b70-762f-4ca2-988c-3c1d3734bc2c}
x-b-dining-1,dining,dining,CLASSIFIED,xbdining1,27.239078,27.239078,2.93199,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{be35155c-9320-4bb8-9f08-6e0fc0740e4c}
x-b-dining-2,dining,dining,CLASSIFIED,xbdining2,50,50,5.381955,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{40327464-c2fb-4db4-a059-95cf5d946fa8}
x-b-dining-3,dining,dining,CLASSIFIED,xbdining3,100,100,10.76391,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{77a85ec9-555d-442b-a2f6-0fd6a2c4dc03}
x-b-dining-4,dining,dining,CLASSIFIED,xbdining4,163.528387,163.528387,17.602049,0.107639,9.290304,false,Office Dining,Office Dining,SOURCE_METADATA_CONSISTENT,,space_type,Office Dining,Office Dining People Definition,People/Area,0.107639104167097,OfficeLarge BLDG_OCC_SCH,OfficeMedium ACTIVITY_SCH,0.3,,3.82e-08,true,Office Dining Ventilation,Sum,0.007079,0,0,0,,{b268dc85-59ce-4763-81c8-43b4d4836638}
